player_id,player_name,team,opponent,position,depth_chart_position,status,season,season_type,week,target_slate,game_id,game_date,home_away,projected_fg_made,projected_fg_attempts,fg_make_rate,fg_make_rate_weather_adjusted,fg_weather_stadium,fg_weather_stadium_type,fg_weather_roof,fg_weather_temperature_f,fg_weather_humidity_pct,fg_weather_pressure_hpa,fg_weather_elevation_ft,fg_weather_wind_mph,fg_weather_gust_mph,fg_weather_wind_direction_deg,fg_weather_field_bearing_deg,fg_weather_crosswind_mph,fg_weather_headwind_mph,fg_weather_gust_crosswind_mph,fg_weather_gust_headwind_mph,fg_weather_precip_pct,fg_weather_precip_in,fg_weather_rating,fg_weather_multiplier,fg_weather_short_multiplier,fg_weather_mid_multiplier,fg_weather_long_multiplier,fg_weather_extreme_multiplier,fg_weather_risk,fg_weather_source,fg_weather_confidence_pct,fg_weather_uncertainty_score,fg_weather_condition,fg_weather_window,fg_1_19_make_pct_5y,fg_1_19_attempts_5y,fg_1_19_makes_5y,fg_20_29_make_pct_5y,fg_20_29_attempts_5y,fg_20_29_makes_5y,fg_30_39_make_pct_5y,fg_30_39_attempts_5y,fg_30_39_makes_5y,fg_40_49_make_pct_5y,fg_40_49_attempts_5y,fg_40_49_makes_5y,fg_50_59_make_pct_5y,fg_50_59_attempts_5y,fg_50_59_makes_5y,fg_60_plus_make_pct_5y,fg_60_plus_attempts_5y,fg_60_plus_makes_5y,fg_distance_identity_source,fg_1_19_source,fg_20_29_source,fg_30_39_source,fg_40_49_source,fg_50_59_source,fg_60_plus_source,recent_fg_made_pg,recent_fg_attempts_pg,kicker_role_stability,historical_kicking_games,preseason_usage_multiplier,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,data_source,simulations,model_version,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,prob_5_plus
00-0041182,Drew Stevens,WAS,SEA,K,K,ACT,2026,REG,3,2026 REG W3,401872955,2026-09-27T17:00Z,home,2.144,2.69,79.2,79.99,Northwest Stadium,OUTDOOR,OUTDOOR,70.5,54.7,1009.8,56.0,12.4,14.2,329.0,,,,,,14.1,0.0,94.8,1.01,1.0038,1.0067,1.0115,1.0173,FAVORABLE,NWS + Open-Meteo,93.1,10.6,Slight Chance Rain Showers,Kickoff through +3h,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,1.675,2.675,55.0,2,1.04,2.144,2.0,0.0,4.0,1.457,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,88.04,63.15,36.57,17.21,6.75
00-0040074,Tyler Loop,BAL,DAL,K,K,ACT,2026,REG,3,2026 REG W3,401872960,2026-09-27T20:25Z,away,2.121,2.42,86.4,87.41,Maracanã Stadium,OUTDOOR,OUTDOOR,71.7,95.0,1016.8,39.0,5.0,16.5,138.0,,,,,,5.5,0.0,95.6,1.0117,1.0045,1.0079,1.0135,1.0203,FAVORABLE,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,100.0,10,10,100.0,11,11,88.89,9,8,25.0,4,1,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.907,2.267,76.2,17,1.04,2.121,2.0,0.0,4.0,1.451,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.91,62.47,35.77,16.74,6.52
00-0031136,Chris Boswell,PIT,CIN,K,K,ACT,2026,REG,3,2026 REG W3,401872950,2026-09-27T17:00Z,home,2.109,2.49,84.08,84.79,Acrisure Stadium,OUTDOOR,OUTDOOR,69.4,53.5,987.7,764.0,10.1,12.0,338.0,335.0,0.5,10.1,0.6,12.0,2.6,0.0,94.1,1.0085,1.0033,1.0057,1.0098,1.0147,FAVORABLE,NWS + Open-Meteo,93.4,10.1,Mostly Sunny,Kickoff through +3h,,0,0,100.0,37,37,89.74,39,35,80.39,51,41,87.5,48,42,33.33,3,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.953,2.44,88.4,48,1.04,2.109,2.0,0.0,4.0,1.447,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.78,62.16,35.46,16.56,6.34
00-0037224,Cameron Dicker,LAC,BUF,K,K,ACT,2026,REG,3,2026 REG W3,401872953,2026-09-27T17:00Z,away,2.089,2.31,90.26,90.94,Highmark Stadium,OUTDOOR,OUTDOOR,68.0,45.8,985.0,863.0,8.3,16.8,15.0,330.0,5.9,5.9,11.9,11.9,3.8,0.0,93.7,1.0076,1.0029,1.0051,1.0088,1.0132,FAVORABLE,NWS + Open-Meteo,92.0,12.2,Mostly Sunny,Kickoff through +3h,100.0,1,1,100.0,33,33,97.56,41,40,92.86,42,39,78.57,28,22,,0,0,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.947,2.23,65.0,52,1.04,2.089,2.0,0.0,4.0,1.439,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.61,61.76,34.83,16.02,6.19
00-0036854,Evan McPherson,CIN,PIT,K,K,ACT,2026,REG,3,2026 REG W3,401872950,2026-09-27T17:00Z,away,2.075,2.4,85.8,86.53,Acrisure Stadium,OUTDOOR,OUTDOOR,69.4,53.5,987.7,764.0,10.1,12.0,338.0,335.0,0.5,10.1,0.6,12.0,2.6,0.0,94.1,1.0085,1.0033,1.0057,1.0098,1.0147,FAVORABLE,NWS + Open-Meteo,93.4,10.1,Mostly Sunny,Kickoff through +3h,100.0,1,1,96.77,31,30,100.0,37,37,80.85,47,38,70.45,44,31,50.0,2,1,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.123,2.303,65.2,44,1.04,2.075,2.0,0.0,4.0,1.438,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.39,61.25,34.34,15.88,6.13
00-0035269,Matt Gay,LV,NO,K,K,ACT,2026,REG,3,2026 REG W3,401872961,2026-09-27T20:25Z,away,2.013,2.51,80.12,80.12,Caesars Superdome,INDOOR,INDOOR,87.1,46.9,1011.5,,5.5,6.3,296.0,,,,,,3.8,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,95.3,7.2,Mostly Sunny / Partly Cloudy,Kickoff through +3h,,0,0,100.0,38,38,96.15,52,50,89.74,39,35,59.09,44,26,0.0,2,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.897,2.443,74.7,42,1.04,2.013,2.0,0.0,4.0,1.419,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.42,59.69,32.81,14.77,5.56
00-0032569,Wil Lutz,DEN,LAR,K,K,ACT,2026,REG,3,2026 REG W3,401872962,2026-09-28T00:20Z,home,2.0,2.39,83.41,83.72,Empower Field at Mile High,OUTDOOR,OUTDOOR,78.2,25.2,837.1,5279.0,9.3,22.2,171.0,0.0,1.5,9.2,3.5,21.9,3.3,0.0,91.8,1.0037,1.0014,1.0025,1.0043,1.0064,NEUTRAL,NWS + Open-Meteo,87.3,19.5,Mostly Cloudy,Kickoff through +3h,,0,0,100.0,31,31,92.0,50,46,73.33,30,22,66.67,24,16,33.33,3,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.967,2.313,71.4,51,1.04,2.0,2.0,0.0,4.0,1.408,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.36,59.44,32.49,14.39,5.3
00-0025565,Nick Folk,ATL,GB,K,K,ACT,2026,REG,3,2026 REG W3,401872948,2026-09-25T00:15Z,away,1.967,2.17,89.7,90.82,Lambeau Field,OUTDOOR,OUTDOOR,58.1,82.1,1004.5,591.0,2.2,5.6,124.0,5.0,1.9,1.1,4.9,2.7,0.0,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,94.2,8.9,Mostly Cloudy,Kickoff through +3h,100.0,1,1,100.0,37,37,100.0,39,39,89.58,48,43,81.82,33,27,,0,0,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.8,2.133,74.0,42,1.04,1.967,2.0,0.0,4.0,1.4,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,85.94,58.41,31.61,13.73,4.98
00-0040200,Andy Borregales,NE,JAX,K,K,ACT,2026,REG,3,2026 REG W3,401872957,2026-09-27T17:00Z,away,1.953,2.37,81.32,82.33,EverBank Stadium,OUTDOOR,OUTDOOR,83.9,41.7,1012.6,16.0,8.6,9.2,251.0,,,,,,3.5,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,92.1,12.2,Mostly Sunny,Kickoff through +3h,100.0,2,2,100.0,8,8,90.91,11,10,58.33,12,7,100.0,4,4,0.0,1,0,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.773,2.3,70.2,18,1.04,1.953,2.0,0.0,4.0,1.397,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,85.66,57.96,31.19,13.71,4.96
00-0039409,Cam Little,JAX,NE,K,K,ACT,2026,REG,3,2026 REG W3,401872957,2026-09-27T17:00Z,home,1.894,2.17,86.08,87.16,EverBank Stadium,OUTDOOR,OUTDOOR,83.9,41.7,1012.6,16.0,8.6,9.2,251.0,,,,,,3.5,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,92.1,12.2,Mostly Sunny,Kickoff through +3h,,0,0,100.0,13,13,100.0,15,15,85.0,20,17,73.33,15,11,100.0,2,2,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.803,2.073,85.1,33,1.04,1.894,2.0,0.0,4.0,1.369,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,85.08,56.48,29.39,12.5,4.33
00-0036816,Riley Patterson,MIA,KC,K,K,ACT,2026,REG,3,2026 REG W3,401872952,2026-09-27T17:00Z,home,1.893,2.24,83.75,84.77,Hard Rock Stadium,OUTDOOR,OUTDOOR,85.0,57.9,1012.9,7.0,7.1,7.4,103.0,,,,,,25.4,0.008,95.8,1.0121,1.0046,1.0081,1.0139,1.0209,FAVORABLE,NWS + Open-Meteo,88.5,17.8,Slight Chance Showers And Thunderstorms / Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,94.74,19,18,95.12,41,39,87.88,33,29,53.85,13,7,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.937,2.223,74.7,27,1.04,1.893,2.0,0.0,4.0,1.376,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,84.77,56.38,29.54,12.57,4.46
00-0031203,Cairo Santos,CHI,PHI,K,K,ACT,2026,REG,3,2026 REG W3,401872963,2026-09-29T00:15Z,home,1.869,2.17,84.88,85.94,Soldier Field,OUTDOOR,OUTDOOR,64.6,70.5,995.3,587.0,5.0,11.5,121.0,0.0,4.3,2.6,9.9,5.9,1.4,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,97.7,3.5,Partly Cloudy,Kickoff through +3h,,0,0,100.0,31,31,97.3,37,36,80.39,51,41,80.0,30,24,0.0,1,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.817,2.13,73.4,46,1.04,1.869,2.0,0.0,4.0,1.369,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,84.59,55.61,28.72,12.07,4.37
00-0034161,Daniel Carlson,NO,LV,K,K,ACT,2026,REG,3,2026 REG W3,401872961,2026-09-27T20:25Z,home,1.88,2.23,84.08,84.08,Caesars Superdome,INDOOR,INDOOR,87.1,46.9,1011.5,,5.5,6.3,296.0,,,,,,3.8,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,95.3,7.2,Mostly Sunny / Partly Cloudy,Kickoff through +3h,,0,0,97.87,47,46,97.92,48,47,84.09,44,37,70.73,41,29,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.757,2.137,71.0,45,1.04,1.88,2.0,0.0,4.0,1.372,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,84.52,56.02,29.25,12.37,4.33
00-0038905,Blake Grupe,NYJ,DET,K,K,ACT,2026,REG,3,2026 REG W3,401872954,2026-09-27T17:00Z,away,1.799,2.29,78.95,78.95,Ford Field,INDOOR,INDOOR,70.4,44.5,996.6,600.0,5.8,10.2,33.0,,,,,,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,92.0,12.4,Mostly Sunny,Kickoff through +3h,,0,0,92.0,25,23,89.66,29,26,75.0,24,18,72.0,25,18,50.0,2,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.823,2.227,71.9,45,1.04,1.799,2.0,0.0,4.0,1.344,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,83.25,53.56,27.15,10.93,3.78
00-0039498,Harrison Mevis,LAR,DEN,K,K,ACT,2026,REG,3,2026 REG W3,401872962,2026-09-28T00:20Z,away,1.799,2.07,86.67,86.99,Empower Field at Mile High,OUTDOOR,OUTDOOR,78.2,25.2,837.1,5279.0,9.3,22.2,171.0,0.0,1.5,9.2,3.5,21.9,3.3,0.0,91.8,1.0037,1.0014,1.0025,1.0043,1.0064,NEUTRAL,NWS + Open-Meteo,87.3,19.5,Mostly Cloudy,Kickoff through +3h,,0,0,100.0,3,3,100.0,4,4,90.0,10,9,100.0,2,2,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.753,1.977,74.1,10,1.04,1.799,2.0,0.0,4.0,1.343,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,83.18,53.69,27.02,11.08,3.67
00-0041145,Dominic Zvada,NYG,TEN,K,K,ACT,2026,REG,3,2026 REG W3,401872956,2026-09-27T17:00Z,home,1.789,2.06,87.2,86.96,MetLife Stadium,OUTDOOR,OUTDOOR,62.3,72.3,1007.8,79.0,11.3,21.2,356.0,340.0,3.1,10.9,5.8,20.4,33.2,0.0,88.7,0.9973,0.9989,0.9982,0.9968,0.9953,NEUTRAL,NWS + Open-Meteo,87.3,19.5,Chance Rain Showers,Kickoff through +3h,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,2.0,2.0,55.0,1,1.04,1.789,2.0,0.0,4.0,1.34,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,83.09,53.44,26.68,10.77,3.69
00-0039172,Jake Bates,DET,NYJ,K,K,ACT,2026,REG,3,2026 REG W3,401872954,2026-09-27T17:00Z,home,1.749,2.14,81.96,81.96,Ford Field,INDOOR,INDOOR,70.4,44.5,996.6,600.0,5.8,10.2,33.0,,,,,,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,92.0,12.4,Mostly Sunny,Kickoff through +3h,,0,0,100.0,10,10,100.0,18,18,84.21,19,16,66.67,15,10,0.0,2,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.683,2.013,59.0,34,1.04,1.749,2.0,0.0,4.0,1.325,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,82.5,52.08,25.59,10.31,3.3
00-0036162,Tyler Bass,BUF,LAC,K,K,ACT,2026,REG,3,2026 REG W3,401872953,2026-09-27T17:00Z,home,1.75,2.0,86.4,87.06,Highmark Stadium,OUTDOOR,OUTDOOR,68.0,45.8,985.0,863.0,8.3,16.8,15.0,330.0,5.9,5.9,11.9,11.9,3.8,0.0,93.7,1.0076,1.0029,1.0051,1.0088,1.0132,FAVORABLE,NWS + Open-Meteo,92.0,12.2,Mostly Sunny,Kickoff through +3h,,0,0,94.44,36,34,90.91,44,40,72.22,36,26,72.22,18,13,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.693,1.867,69.3,36,1.04,1.75,2.0,0.0,4.0,1.325,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,82.44,52.11,25.7,10.26,3.39
