player_id,player_name,team,opponent,position,depth_chart_position,status,season,season_type,week,target_slate,game_id,game_date,home_away,projected_fg_made,projected_fg_attempts,fg_make_rate,fg_make_rate_weather_adjusted,fg_weather_stadium,fg_weather_stadium_type,fg_weather_roof,fg_weather_temperature_f,fg_weather_humidity_pct,fg_weather_pressure_hpa,fg_weather_elevation_ft,fg_weather_wind_mph,fg_weather_gust_mph,fg_weather_wind_direction_deg,fg_weather_field_bearing_deg,fg_weather_crosswind_mph,fg_weather_headwind_mph,fg_weather_gust_crosswind_mph,fg_weather_gust_headwind_mph,fg_weather_precip_pct,fg_weather_precip_in,fg_weather_rating,fg_weather_multiplier,fg_weather_short_multiplier,fg_weather_mid_multiplier,fg_weather_long_multiplier,fg_weather_extreme_multiplier,fg_weather_risk,fg_weather_source,fg_weather_confidence_pct,fg_weather_uncertainty_score,fg_weather_condition,fg_weather_window,fg_1_19_make_pct_5y,fg_1_19_attempts_5y,fg_1_19_makes_5y,fg_20_29_make_pct_5y,fg_20_29_attempts_5y,fg_20_29_makes_5y,fg_30_39_make_pct_5y,fg_30_39_attempts_5y,fg_30_39_makes_5y,fg_40_49_make_pct_5y,fg_40_49_attempts_5y,fg_40_49_makes_5y,fg_50_59_make_pct_5y,fg_50_59_attempts_5y,fg_50_59_makes_5y,fg_60_plus_make_pct_5y,fg_60_plus_attempts_5y,fg_60_plus_makes_5y,fg_distance_identity_source,fg_1_19_source,fg_20_29_source,fg_30_39_source,fg_40_49_source,fg_50_59_source,fg_60_plus_source,recent_fg_made_pg,recent_fg_attempts_pg,kicker_role_stability,historical_kicking_games,preseason_usage_multiplier,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,data_source,simulations,model_version,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,prob_5_plus
00-0035358,Chase McLaughlin,TB,CLE,K,K,ACT,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,home,2.183,2.5,86.6,87.35,Raymond James Stadium,OUTDOOR,OUTDOOR,88.7,59.8,1011.4,3.0,6.1,6.9,145.0,,,,,,54.8,0.016,94.1,1.0086,1.0033,1.0058,1.0099,1.0148,FAVORABLE,NWS + Open-Meteo,92.7,11.3,Scattered Showers And Thunderstorms / Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,36,36,92.68,41,38,69.23,39,27,83.33,48,40,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.117,2.383,80.3,49,1.04,2.183,2.0,0.0,4.0,1.471,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,88.71,63.96,37.37,18.03,7.22
00-0040074,Tyler Loop,BAL,NO,K,K,ACT,2026,REG,2,2026 REG W2,401872938,2026-09-20T17:00Z,home,2.144,2.44,87.91,87.83,M&T Bank Stadium,OUTDOOR,OUTDOOR,88.0,48.8,1007.0,33.0,8.6,12.2,277.0,350.0,8.2,2.5,11.7,3.6,21.9,0.0,89.6,0.9991,0.9996,0.9994,0.9989,0.9984,NEUTRAL,NWS + Open-Meteo,90.5,14.6,Mostly Sunny / Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,10,10,100.0,11,11,88.89,9,8,25.0,4,1,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.997,2.28,77.3,16,1.04,2.144,2.0,0.0,4.0,1.461,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,88.09,63.01,36.47,17.24,6.81
00-0032569,Wil Lutz,DEN,JAX,K,K,ACT,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,home,2.139,2.54,83.06,84.3,Empower Field at Mile High,OUTDOOR,OUTDOOR,76.1,27.5,841.2,5279.0,6.2,4.2,55.0,0.0,5.1,3.6,3.4,2.4,23.8,0.0,97.3,1.015,1.0059,1.0103,1.0176,1.025,FAVORABLE,NWS + Open-Meteo,97.0,4.7,Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,31,31,92.0,50,46,73.33,30,22,66.67,24,16,33.33,3,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.053,2.433,74.5,49,1.04,2.139,2.0,0.0,4.0,1.456,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,88.07,63.13,36.17,17.0,6.68
00-0031136,Chris Boswell,PIT,NE,K,K,ACT,2026,REG,2,2026 REG W2,401872946,2026-09-20T17:00Z,away,2.099,2.5,86.08,84.32,Gillette Stadium,OUTDOOR,OUTDOOR,70.6,81.3,996.7,289.0,10.6,27.9,233.0,15.0,6.5,8.4,17.2,22.0,41.8,0.024,80.2,0.9796,0.9922,0.9863,0.9765,0.9648,WATCH,NWS + Open-Meteo,91.0,13.9,Chance Rain Showers,Kickoff through +3h,,0,0,100.0,37,37,89.74,39,35,80.39,51,41,87.5,48,42,33.33,3,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.047,2.463,84.4,47,1.04,2.099,2.0,0.0,4.0,1.446,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.65,61.82,35.17,16.38,6.4
00-0035269,Matt Gay,LV,LAC,K,K,ACT,2026,REG,2,2026 REG W2,401872941,2026-09-20T20:05Z,away,2.084,2.56,80.48,81.49,SoFi Stadium,OUTDOOR,OUTDOOR,76.9,64.9,1005.2,131.0,8.7,5.6,230.0,,,,,,0.0,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,98.1,3.0,Mostly Sunny,Kickoff through +3h,,0,0,100.0,38,38,96.15,52,50,89.74,39,35,59.09,44,26,0.0,2,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.943,2.52,78.6,41,1.04,2.084,2.0,0.0,4.0,1.438,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.5,61.49,34.8,16.1,6.12
00-0039498,Harrison Mevis,LAR,NYG,K,K,ACT,2026,REG,2,2026 REG W2,401872947,2026-09-22T00:15Z,home,2.032,2.27,88.53,89.64,SoFi Stadium,OUTDOOR,OUTDOOR,72.3,70.2,1004.6,131.0,8.5,5.4,244.0,,,,,,0.0,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,100.0,3,3,100.0,4,4,90.0,10,9,100.0,2,2,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,2.029,2.131,75.8,9,1.04,2.032,2.0,0.0,4.0,1.425,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.63,60.35,33.37,14.93,5.63
00-0025565,Nick Folk,ATL,CAR,K,K,ACT,2026,REG,2,2026 REG W2,401872933,2026-09-20T17:00Z,home,1.975,2.16,91.79,91.79,Mercedes-Benz Stadium,INDOOR,INDOOR,64.5,60.4,985.8,892.0,9.4,13.0,46.0,,,,,,29.7,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,93.6,9.9,Chance Rain Showers,Kickoff through +3h,100.0,1,1,100.0,37,37,100.0,39,39,89.58,48,43,81.82,33,27,,0,0,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.843,2.097,74.0,41,1.04,1.975,2.0,0.0,4.0,1.403,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.09,58.66,31.75,13.87,5.09
00-0031203,Cairo Santos,CHI,MIN,K,K,ACT,2026,REG,2,2026 REG W2,401872937,2026-09-20T17:00Z,home,1.941,2.24,87.08,86.57,Soldier Field,OUTDOOR,OUTDOOR,71.1,84.3,991.5,587.0,8.9,10.2,184.0,0.0,0.6,8.9,0.7,10.2,28.4,0.33,87.2,0.9942,0.9978,0.9961,0.9933,0.99,NEUTRAL,NWS + Open-Meteo,87.5,19.3,Chance Rain Showers / Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,31,31,97.3,37,36,80.39,51,41,80.0,30,24,0.0,1,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.863,2.1,63.3,45,1.04,1.941,2.0,0.0,4.0,1.393,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,85.7,57.59,30.72,13.3,4.86
00-0036854,Evan McPherson,CIN,HOU,K,K,ACT,2026,REG,2,2026 REG W2,401872934,2026-09-20T17:00Z,away,1.95,2.35,83.41,83.41,Reliant Stadium,INDOOR,INDOOR,92.2,51.7,1009.6,39.0,4.5,5.6,126.0,,,,,,13.3,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,92.3,11.9,Sunny / Slight Chance Showers And Thunderstorms,Kickoff through +3h,100.0,1,1,96.77,31,30,100.0,37,37,80.85,47,38,70.45,44,31,50.0,2,1,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.08,2.27,66.7,43,1.04,1.95,2.0,0.0,4.0,1.398,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,85.63,58.05,30.83,13.57,5.03
00-0039404,Will Reichard,MIN,CHI,K,K,ACT,2026,REG,2,2026 REG W2,401872937,2026-09-20T17:00Z,away,1.937,2.21,88.3,87.79,Soldier Field,OUTDOOR,OUTDOOR,71.1,84.3,991.5,587.0,8.9,10.2,184.0,0.0,0.6,8.9,0.7,10.2,28.4,0.33,87.2,0.9942,0.9978,0.9961,0.9933,0.99,NEUTRAL,NWS + Open-Meteo,87.5,19.3,Chance Rain Showers / Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,11,11,94.12,17,16,85.71,14,12,78.26,23,18,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.023,2.13,77.5,30,1.04,1.937,2.0,0.0,4.0,1.392,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,85.39,57.67,30.71,13.34,4.8
00-0040200,Andy Borregales,NE,PIT,K,K,ACT,2026,REG,2,2026 REG W2,401872946,2026-09-20T17:00Z,home,1.905,2.36,82.31,80.63,Gillette Stadium,OUTDOOR,OUTDOOR,70.6,81.3,996.7,289.0,10.6,27.9,233.0,15.0,6.5,8.4,17.2,22.0,41.8,0.024,80.2,0.9796,0.9922,0.9863,0.9765,0.9648,WATCH,NWS + Open-Meteo,91.0,13.9,Chance Rain Showers,Kickoff through +3h,100.0,2,2,100.0,8,8,90.91,11,10,58.33,12,7,100.0,4,4,0.0,1,0,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.807,2.263,70.2,17,1.04,1.905,2.0,0.0,4.0,1.381,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,84.94,56.55,30.03,12.89,4.53
00-0039409,Cam Little,JAX,DEN,K,K,ACT,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,away,1.857,2.08,87.85,89.17,Empower Field at Mile High,OUTDOOR,OUTDOOR,76.1,27.5,841.2,5279.0,6.2,4.2,55.0,0.0,5.1,3.6,3.4,2.4,23.8,0.0,97.3,1.015,1.0059,1.0103,1.0176,1.025,FAVORABLE,NWS + Open-Meteo,97.0,4.7,Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,13,13,100.0,15,15,85.0,20,17,73.33,15,11,100.0,2,2,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.79,2.023,85.1,32,1.04,1.857,2.0,0.0,4.0,1.353,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,84.56,55.49,28.48,11.74,4.0
00-0036816,Riley Patterson,MIA,SF,K,K,ACT,2026,REG,2,2026 REG W2,401872942,2026-09-20T20:25Z,away,1.855,2.15,85.51,86.58,Levi's Stadium,OUTDOOR,OUTDOOR,79.1,42.7,1009.5,75.0,6.7,5.1,341.0,330.0,1.3,6.6,1.0,5.0,0.0,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,96.1,6.0,Sunny,Kickoff through +3h,,0,0,94.74,19,18,95.12,41,39,87.88,33,29,53.85,13,7,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.933,2.14,74.2,26,1.04,1.855,2.0,0.0,4.0,1.364,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,84.31,55.13,28.51,11.9,4.15
00-0039172,Jake Bates,DET,BUF,K,K,ACT,2026,REG,2,2026 REG W2,401872932,2026-09-18T00:15Z,away,1.836,2.21,82.31,83.34,Highmark Stadium,OUTDOOR,OUTDOOR,65.5,87.7,990.8,863.0,3.7,3.7,216.0,330.0,3.4,1.5,3.4,1.5,28.6,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,89.1,16.8,Chance Rain Showers,Kickoff through +3h,,0,0,100.0,10,10,100.0,18,18,84.21,19,16,66.67,15,10,0.0,2,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.717,2.107,63.1,33,1.04,1.836,2.0,0.0,4.0,1.357,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,83.91,54.7,27.95,11.61,3.98
00-0036162,Tyler Bass,BUF,DET,K,K,ACT,2026,REG,2,2026 REG W2,401872932,2026-09-18T00:15Z,home,1.746,2.0,86.4,87.48,Highmark Stadium,OUTDOOR,OUTDOOR,65.5,87.7,990.8,863.0,3.7,3.7,216.0,330.0,3.4,1.5,3.4,1.5,28.6,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,89.1,16.8,Chance Rain Showers,Kickoff through +3h,,0,0,94.44,36,34,90.91,44,40,72.22,36,26,72.22,18,13,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.693,1.867,69.3,36,1.04,1.746,2.0,0.0,4.0,1.321,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,82.58,52.05,25.38,10.02,3.42
00-0034161,Daniel Carlson,NO,BAL,K,K,ACT,2026,REG,2,2026 REG W2,401872938,2026-09-20T17:00Z,away,1.644,2.09,78.52,78.45,M&T Bank Stadium,OUTDOOR,OUTDOOR,88.0,48.8,1007.0,33.0,8.6,12.2,277.0,350.0,8.2,2.5,11.7,3.6,21.9,0.0,89.6,0.9991,0.9996,0.9994,0.9989,0.9984,NEUTRAL,NWS + Open-Meteo,90.5,14.6,Mostly Sunny / Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,97.87,47,46,97.92,48,47,84.09,44,37,70.73,41,29,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.65,2.05,71.0,44,1.04,1.644,1.0,0.0,3.0,1.29,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,80.38,48.73,23.08,8.7,2.67
00-0041182,Drew Stevens,WAS,DAL,K,K,ACT,2026,REG,2,2026 REG W2,401872944,2026-09-20T20:25Z,away,1.611,2.09,77.2,77.2,AT&T Stadium,INDOOR,INDOOR,97.8,30.9,986.6,604.0,6.1,7.1,71.0,,,,,,12.8,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,94.1,9.0,Slight Chance Rain Showers,Kickoff through +3h,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,1.0,2.0,55.0,1,1.04,1.611,1.0,0.0,3.0,1.273,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,79.86,47.87,21.89,8.15,2.55
00-0038428,Andre Szmyt,CLE,TB,K,K,ACT,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,away,1.451,1.65,87.29,88.04,Raymond James Stadium,OUTDOOR,OUTDOOR,88.7,59.8,1011.4,3.0,6.1,6.9,145.0,,,,,,54.8,0.016,94.1,1.0086,1.0033,1.0058,1.0099,1.0148,FAVORABLE,NWS + Open-Meteo,92.7,11.3,Scattered Showers And Thunderstorms / Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,4,4,90.91,11,10,83.33,6,5,83.33,6,5,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.537,1.643,76.0,17,1.04,1.451,1.0,0.0,3.0,1.207,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,76.53,42.48,17.84,6.06,1.68
