Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
67,2026-08-19,823587,2026-08-19T17:10:00Z,Scheduled,Citi Field,San Diego Padres @ New York Mets,Home,620443,Luis Torrens,New York Mets,San Diego Padres,C,R,No,,75,228,206,50,12,0,7,30,31,16,4,43,0.243,0.31,0.403,0.713,6,21,18,7,4,0.389,0.1905,13,45,40,13,5,0.325,0.1111,9,9,22.2,22.2,0.0,42.9,57.1,33.3,44.4,0.0,22.2,22.2,0.0,22.2,100.0,83.9,21.7,0.946,72.1,46.5,Below Average,3.0,Contact-First Profile,A-,Elevated power plane,46.5,Below Average,0.99,Small Statcast sample,1.44,-5.56,Strong negative regression,Below Average Contact-First Profile profile. 22.2% barrel rate; 83.9 mph average exit velocity; 44.4% air-ball rate; 0.0% pull-air rate; 22.2% HR-launch rate.,0.0307,0.0311,3.99,0,0,29.4,0.0,0.0,Very recent HR,650633.0,Michael King,R,RHB vs RHP,25,25,142.1,3.41,1.19,17,1.07,7.84,3.54,1.35,0.995,0.985,1.0,0.99,0.99,0.98,11.86,15.03,71.9,35.1,D,Lineup unconfirmed
68,2026-08-19,823664,2026-08-19T17:40:00Z,Scheduled,Target Field,Atlanta Braves @ Minnesota Twins,Away,657041,Lane Thomas,Atlanta Braves,Minnesota Twins,CF,R,No,,106,346,301,69,18,0,11,34,39,41,2,86,0.229,0.324,0.399,0.723,7,13,12,3,1,0.25,0.0769,20,60,55,9,2,0.164,0.0333,5,5,20.0,20.0,33.3,0.0,66.7,40.0,60.0,33.3,100.0,20.0,20.0,20.0,100.0,84.7,25.2,1.604,70.4,54.5,Average,3.0,Barrel Machine,A-,Elevated power plane,54.5,Average,1.013,Small Statcast sample,0.77,-10.23,Strong negative regression,Average Barrel Machine profile. 20.0% barrel rate; 84.7 mph average exit velocity; 60.0% air-ball rate; 33.3% pull-air rate; 20.0% HR-launch rate.,0.0318,0.0318,4.05,5,2,27.4,0.18,18.3,Very recent HR,671737.0,Taj Bradley,R,RHB vs RHP,24,24,135.2,3.98,1.29,19,1.26,10.02,3.91,1.231,1.026,0.985,1.0,1.013,1.013,0.98,12.28,14.99,81.5,36.5,D+,Lineup unconfirmed
69,2026-08-19,824155,2026-08-20T00:10:00Z,Scheduled,Daikin Park,Los Angeles Angels @ Houston Astros,Away,642350,Jose Siri,Los Angeles Angels,Houston Astros,CF,R,No,,72,152,138,36,8,0,7,25,23,9,2,47,0.261,0.313,0.471,0.784,12,26,25,7,1,0.28,0.0385,24,52,49,13,2,0.265,0.0385,13,13,15.4,30.8,55.6,11.1,33.3,23.1,38.5,60.0,30.8,15.4,7.7,15.4,0.0,86.6,20.1,0.845,74.3,54.4,Average,3.0,Pull Power,A-,Elevated power plane,54.4,Average,1.012,Small Statcast sample,1.71,-5.29,Strong negative regression,Average Pull Power profile. 15.4% barrel rate; 86.6 mph average exit velocity; 38.5% air-ball rate; 60.0% pull-air rate; 15.4% HR-launch rate.,0.0461,0.0399,4.05,17,8,19.7,0.86,86.2,Near normal interval,814490.0,Ethan Pecko,R,RHB vs RHP,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.986,1.0,0.985,1.0,1.012,1.012,1.0,15.19,14.95,57.0,34.4,D,Probable SP unavailable; Lineup unconfirmed
70,2026-08-19,823748,2026-08-19T23:40:00Z,Scheduled,American Family Field,Seattle Mariners @ Milwaukee Brewers,Home,694192,Jackson Chourio,Milwaukee Brewers,Seattle Mariners,LF,R,No,,92,415,378,104,22,0,17,63,50,34,2,102,0.275,0.337,0.468,0.805,12,52,45,12,3,0.267,0.0577,26,114,104,28,4,0.269,0.0351,28,28,0.0,21.4,33.3,20.0,46.7,25.0,32.1,11.1,25.0,0.0,0.0,0.0,,82.9,20.3,0.433,72.2,6.7,Weak,1.5,Contact-First Profile,A-,Elevated power plane,6.7,Weak,0.88,Good,0.07,-16.93,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 82.9 mph average exit velocity; 32.1% air-ball rate; 11.1% pull-air rate; 0.0% HR-launch rate.,0.041,0.039,4.09,32,8,22.2,1.44,143.9,Above normal drought,669302.0,Logan Gilbert,R,RHB vs RHP,24,24,145.1,3.28,0.99,19,1.18,9.41,2.04,1.088,1.013,0.985,1.0,0.88,0.88,1.035,15.0,14.84,85.0,41.1,D+,Lineup unconfirmed
71,2026-08-19,823342,2026-08-19T16:35:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Away,693307,Dillon Dingler,Detroit Tigers,Pittsburgh Pirates,C,R,No,,117,496,447,115,24,2,26,65,82,31,13,110,0.257,0.322,0.494,0.816,12,54,50,6,1,0.12,0.0185,26,117,107,24,5,0.224,0.0427,37,37,0.0,18.9,45.0,40.0,15.0,18.9,27.0,40.0,29.7,0.0,0.0,0.0,,83.6,25.3,0.261,71.4,15.1,Weak,1.5,Contact-First Profile,A-,Elevated power plane,15.1,Weak,0.902,Good,0.34,-25.66,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 83.6 mph average exit velocity; 27.0% air-ball rate; 40.0% pull-air rate; 0.0% HR-launch rate.,0.0524,0.0484,4.15,44,11,17.2,2.56,255.9,Very long drought,694973.0,Paul Skenes,R,RHB vs RHP,25,25,134.2,3.88,1.12,14,0.94,11.09,2.47,0.843,0.974,0.985,1.0,0.902,0.902,1.06,18.62,14.66,85.0,45.8,C-,Lineup unconfirmed
72,2026-08-19,824076,2026-08-19T23:40:00Z,Scheduled,Kauffman Stadium,Athletics @ Kansas City Royals,Away,671732,Lawrence Butler,Athletics,Kansas City Royals,RF,L,No,,118,384,337,71,13,1,11,47,36,44,1,96,0.211,0.303,0.353,0.656,12,48,44,10,4,0.227,0.0833,26,97,85,21,6,0.247,0.0619,35,35,11.4,34.3,44.4,27.8,27.8,22.9,28.6,40.0,28.6,8.6,8.6,8.6,100.0,85.0,24.9,0.936,72.7,42.6,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,42.6,Below Average,0.979,Good,3.17,-7.83,Strong negative regression,Below Average Contact-First Profile profile. 11.4% barrel rate; 85.0 mph average exit velocity; 28.6% air-ball rate; 40.0% pull-air rate; 8.6% HR-launch rate.,0.0286,0.0294,4.05,6,2,30.6,0.2,19.6,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.35,1.0,1.0,1.0,0.979,0.979,0.98,11.4,14.57,74.8,33.9,D,Probable SP unavailable; Lineup unconfirmed
73,2026-08-19,824640,2026-08-19T18:20:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Away,691011,Drew Romo,Chicago White Sox,Chicago Cubs,C,S,No,,52,176,158,22,5,0,7,14,16,14,2,43,0.139,0.217,0.304,0.521,7,23,22,4,2,0.182,0.087,15,49,46,7,2,0.152,0.0408,24,24,8.3,16.7,58.3,25.0,16.7,16.7,20.8,80.0,16.7,8.3,8.3,8.3,100.0,75.4,16.7,0.608,66.8,36.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,36.7,Below Average,0.963,Good,1.8,-5.2,Strong negative regression,Below Average Pull Power profile. 8.3% barrel rate; 75.4 mph average exit velocity; 20.8% air-ball rate; 80.0% pull-air rate; 8.3% HR-launch rate.,0.0398,0.0366,3.87,3,1,22.6,0.13,13.3,Very recent HR,605280.0,Clay Holmes,R,Switch vs RHP,11,11,63.1,2.56,1.07,4,0.57,6.96,2.98,1.285,0.924,1.035,0.94,0.963,0.905,0.98,13.44,14.57,68.5,32.9,D,Lineup unconfirmed
74,2026-08-19,824155,2026-08-20T00:10:00Z,Scheduled,Daikin Park,Los Angeles Angels @ Houston Astros,Away,666139,Josh Lowe,Los Angeles Angels,Houston Astros,LF,L,No,,82,249,228,46,6,0,10,21,26,17,1,71,0.202,0.259,0.36,0.619,11,35,31,6,2,0.194,0.0571,19,54,48,10,2,0.208,0.037,23,23,8.7,34.8,70.0,20.0,10.0,21.7,30.4,85.7,30.4,8.7,4.3,8.7,50.0,86.8,22.0,0.73,68.2,41.3,Below Average,2.5,Pull Power,A-,Elevated power plane,41.3,Below Average,0.976,Good,2.01,-7.99,Strong negative regression,Below Average Pull Power profile. 8.7% barrel rate; 86.8 mph average exit velocity; 30.4% air-ball rate; 85.7% pull-air rate; 8.7% HR-launch rate.,0.0402,0.0375,3.87,0,0,22.8,0.0,0.0,Very recent HR,814490.0,Ethan Pecko,R,LHB vs RHP,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.113,1.0,1.025,0.975,0.976,0.951,0.98,13.75,14.57,64.1,32.3,D,Probable SP unavailable; Lineup unconfirmed
75,2026-08-19,824640,2026-08-19T18:20:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Home,621438,Tyrone Taylor,Chicago Cubs,Chicago White Sox,LF,R,No,,78,183,165,39,8,0,10,25,29,11,2,35,0.236,0.291,0.467,0.758,9,17,14,3,0,0.214,0.0,20,47,39,10,3,0.256,0.0638,19,19,0.0,10.5,42.9,57.1,0.0,10.5,10.5,50.0,15.8,0.0,0.0,0.0,,73.7,15.3,0.174,68.7,18.6,Weak,1.5,Pull Power,A,Excellent HR swing plane,18.6,Weak,0.912,Small Statcast sample,0.21,-9.79,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 73.7 mph average exit velocity; 10.5% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0546,0.0457,3.99,20,12,16.5,1.21,121.2,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.929,1.0,1.0,1.0,0.912,0.912,1.0,17.02,14.56,58.8,35.3,D,Probable SP unavailable; Lineup unconfirmed
76,2026-08-19,824318,2026-08-20T00:40:00Z,Scheduled,Coors Field,Los Angeles Dodgers @ Colorado Rockies,Away,605141,Mookie Betts,Los Angeles Dodgers,Colorado Rockies,SS,R,No,,90,377,349,81,14,0,15,47,42,26,1,44,0.232,0.286,0.401,0.687,12,47,44,10,2,0.227,0.0426,26,100,96,21,2,0.219,0.02,31,31,6.5,32.3,60.0,25.0,15.0,29.0,45.2,50.0,35.5,6.5,6.5,6.5,50.0,85.0,21.5,0.566,67.9,37.7,Below Average,2.5,Pull Power,A-,Elevated power plane,37.7,Below Average,0.966,Good,1.84,-13.16,Strong negative regression,Below Average Pull Power profile. 6.5% barrel rate; 85.0 mph average exit velocity; 45.2% air-ball rate; 50.0% pull-air rate; 6.5% HR-launch rate.,0.0398,0.0379,3.99,23,6,23.3,0.99,98.9,Near normal interval,607536.0,Kyle Freeland,L,RHB vs LHP,22,22,120.2,6.27,1.44,22,1.64,7.31,2.01,0.942,1.086,1.025,1.0,0.966,0.966,1.0,14.29,14.46,85.0,36.7,D+,Lineup unconfirmed
77,2026-08-19,823748,2026-08-19T23:40:00Z,Scheduled,American Family Field,Seattle Mariners @ Milwaukee Brewers,Away,668227,Randy Arozarena,Seattle Mariners,Milwaukee Brewers,LF,R,No,,118,506,438,120,26,1,17,78,53,47,18,107,0.274,0.366,0.454,0.82,11,48,44,8,3,0.182,0.0625,25,110,100,24,6,0.24,0.0545,34,34,2.9,26.5,43.8,31.2,25.0,14.7,20.6,57.1,35.3,8.8,0.0,8.8,300.0,84.1,15.7,0.414,68.1,27.7,Weak,2.0,Pull Power,A,Excellent HR swing plane,27.7,Weak,0.938,Good,1.4,-15.6,Strong negative regression,Weak Pull Power profile. 2.9% barrel rate; 84.1 mph average exit velocity; 20.6% air-ball rate; 57.1% pull-air rate; 8.8% HR-launch rate.,0.0336,0.0333,4.15,4,1,25.8,0.16,15.5,Very recent HR,669160.0,Dustin May,R,RHB vs RHP,23,23,122.0,4.13,1.25,9,0.66,8.63,2.95,1.308,0.93,0.985,1.0,0.938,0.938,0.98,13.11,14.35,85.0,37.4,D+,Lineup unconfirmed
78,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Away,642708,Amed Rosario,New York Yankees,Baltimore Orioles,3B,R,No,,73,201,186,42,5,1,10,23,28,12,0,53,0.226,0.269,0.425,0.694,6,9,8,0,0,0.0,0.0,16,35,34,6,1,0.176,0.0286,5,5,0.0,20.0,50.0,0.0,50.0,20.0,40.0,50.0,60.0,0.0,0.0,0.0,,84.1,34.4,0.499,72.5,43.0,Below Average,2.5,Pull Power,D,Popup-heavy plane,43.0,Below Average,0.98,Small Statcast sample,0.06,-9.94,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 84.1 mph average exit velocity; 40.0% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0498,0.0431,3.99,16,8,18.6,0.86,86.0,Near normal interval,605135.0,Chris Bassitt,R,RHB vs RHP,13,11,61.2,5.11,1.62,6,0.88,5.84,3.65,0.939,0.969,0.985,1.0,0.98,0.98,1.0,16.13,14.29,69.2,33.7,D,Lineup unconfirmed
79,2026-08-19,824640,2026-08-19T18:20:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Away,545341,Randal Grichuk,Chicago White Sox,Chicago Cubs,DH,R,No,,86,197,188,52,19,1,10,30,31,7,1,46,0.277,0.305,0.548,0.853,10,25,25,10,1,0.4,0.04,21,45,44,16,1,0.364,0.0222,21,21,14.3,38.1,63.6,9.1,27.3,19.0,52.4,63.6,33.3,4.8,4.8,4.8,33.3,88.8,24.7,0.822,73.9,52.7,Average,3.0,Pull Power,A-,Elevated power plane,52.7,Average,1.008,Good,2.47,-7.53,Strong negative regression,Average Pull Power profile. 14.3% barrel rate; 88.8 mph average exit velocity; 52.4% air-ball rate; 63.6% pull-air rate; 4.8% HR-launch rate.,0.0508,0.0437,4.15,0,0,18.8,0.0,0.0,Very recent HR,605280.0,Clay Holmes,R,RHB vs RHP,11,11,63.1,2.56,1.07,4,0.57,6.96,2.98,0.893,0.924,0.985,1.03,1.008,1.038,0.98,16.91,14.14,69.7,35.4,D,Lineup unconfirmed
80,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Home,683002,Gunnar Henderson,Baltimore Orioles,New York Yankees,SS,L,No,,125,567,505,111,22,4,20,76,51,51,9,125,0.22,0.302,0.398,0.7,12,53,43,10,2,0.233,0.0377,25,109,90,18,3,0.2,0.0275,34,34,11.8,26.5,63.2,31.6,5.3,14.7,38.2,69.2,35.3,14.7,11.8,14.7,50.0,85.4,18.9,0.809,74.4,54.3,Average,3.0,Pull Power,A,Excellent HR swing plane,54.3,Average,1.012,Good,3.65,-16.35,Strong negative regression,Average Pull Power profile. 11.8% barrel rate; 85.4 mph average exit velocity; 38.2% air-ball rate; 69.2% pull-air rate; 14.7% HR-launch rate.,0.0353,0.0347,3.99,16,4,25.2,0.63,63.4,Recently homered,701542.0,Will Warren,R,LHB vs RHP,24,23,118.0,4.42,1.41,18,1.37,8.92,3.13,0.982,1.043,1.025,1.0,1.012,1.012,1.0,13.14,13.92,85.0,34.9,D,Lineup unconfirmed
81,2026-08-19,823748,2026-08-19T23:40:00Z,Scheduled,American Family Field,Seattle Mariners @ Milwaukee Brewers,Away,686527,Dominic Canzone,Seattle Mariners,Milwaukee Brewers,DH,L,No,,111,376,335,87,20,1,19,43,52,35,4,78,0.26,0.335,0.496,0.831,11,48,44,13,1,0.295,0.0208,25,109,97,25,4,0.258,0.0367,29,29,6.9,34.5,53.3,26.7,20.0,6.9,31.0,66.7,27.6,6.9,3.4,6.9,50.0,82.5,12.9,0.567,72.8,34.1,Weak,2.5,Pull Power,A,Excellent HR swing plane,34.1,Weak,0.955,Good,1.84,-17.16,Strong negative regression,Weak Pull Power profile. 6.9% barrel rate; 82.5 mph average exit velocity; 31.0% air-ball rate; 66.7% pull-air rate; 6.9% HR-launch rate.,0.0505,0.046,4.15,20,5,17.6,1.13,113.4,Near normal interval,669160.0,Dustin May,R,LHB vs RHP,23,23,122.0,4.13,1.25,9,0.66,8.63,2.95,0.843,0.93,1.025,1.0,0.955,0.955,1.0,17.77,13.87,85.0,38.6,D+,Lineup unconfirmed
82,2026-08-19,823664,2026-08-19T17:40:00Z,Scheduled,Target Field,Atlanta Braves @ Minnesota Twins,Home,605137,Josh Bell,Minnesota Twins,Atlanta Braves,DH,S,No,,122,495,450,116,25,1,17,63,76,40,2,103,0.258,0.32,0.431,0.751,12,53,46,17,3,0.37,0.0566,24,104,92,26,4,0.283,0.0385,32,32,0.0,28.1,52.9,17.6,29.4,9.4,28.1,44.4,28.1,3.1,0.0,3.1,,83.2,14.8,0.384,69.0,17.4,Weak,1.5,Pull Power,A,Excellent HR swing plane,17.4,Weak,0.909,Good,0.43,-16.57,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 83.2 mph average exit velocity; 28.1% air-ball rate; 44.4% pull-air rate; 3.1% HR-launch rate.,0.0343,0.0339,3.99,0,0,26.5,0.0,0.0,Very recent HR,700363.0,AJ Smith-Shawver,R,Switch vs RHP,1,1,4.1,4.15,1.38,0,0.0,8.31,4.15,1.172,1.0,1.035,1.0,0.909,0.909,0.98,12.85,13.82,85.0,35.5,D,Lineup unconfirmed
83,2026-08-19,824640,2026-08-19T18:20:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Home,608324,Alex Bregman,Chicago Cubs,Chicago White Sox,3B,R,No,,124,566,490,125,24,1,16,69,62,63,8,88,0.255,0.346,0.406,0.752,12,53,46,16,5,0.348,0.0943,26,117,104,32,6,0.308,0.0513,43,43,2.3,16.3,33.3,38.9,27.8,20.9,27.9,41.7,27.9,9.3,7.0,9.3,300.0,79.9,16.9,0.51,68.3,25.3,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,25.3,Weak,0.931,Good,1.4,-14.6,Strong negative regression,Weak Contact-First Profile profile. 2.3% barrel rate; 79.9 mph average exit velocity; 27.9% air-ball rate; 41.7% pull-air rate; 9.3% HR-launch rate.,0.0283,0.0289,3.99,21,6,30.6,0.69,68.6,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.35,1.0,1.0,1.0,0.931,0.931,1.0,11.05,13.73,75.0,34.0,D,Probable SP unavailable; Lineup unconfirmed
84,2026-08-19,823424,2026-08-19T22:05:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Away,665923,Esteury Ruiz,Miami Marlins,Philadelphia Phillies,RF,R,No,,82,175,144,37,10,1,6,33,11,19,9,52,0.257,0.376,0.465,0.841,9,26,21,5,1,0.238,0.0385,21,51,42,12,1,0.286,0.0196,16,16,6.2,25.0,55.6,22.2,22.2,0.0,18.8,100.0,37.5,6.2,0.0,6.2,0.0,76.5,10.8,0.411,59.4,33.3,Weak,2.5,Pull Power,A,Excellent HR swing plane,33.3,Weak,0.953,Small Statcast sample,1.04,-4.96,Strong negative regression,Weak Pull Power profile. 6.2% barrel rate; 76.5 mph average exit velocity; 18.8% air-ball rate; 100.0% pull-air rate; 6.2% HR-launch rate.,0.0343,0.0334,4.15,16,6,24.0,0.67,66.7,Recently homered,605400.0,Aaron Nola,R,RHB vs RHP,25,25,130.0,5.33,1.45,30,2.08,9.55,3.18,0.959,1.157,0.985,1.0,0.953,0.953,1.0,13.13,13.66,68.6,34.3,D,Lineup unconfirmed
85,2026-08-19,822937,2026-08-19T22:40:00Z,Scheduled,Tropicana Field,Toronto Blue Jays @ Tampa Bay Rays,Away,672960,Kazuma Okamoto,Toronto Blue Jays,Tampa Bay Rays,3B,R,No,,122,498,449,102,17,0,25,66,72,41,6,153,0.227,0.299,0.432,0.731,10,41,38,8,1,0.211,0.0244,25,99,96,21,3,0.219,0.0303,21,21,4.8,38.1,53.8,23.1,23.1,14.3,38.1,50.0,38.1,14.3,9.5,14.3,0.0,87.7,31.3,0.689,70.5,46.7,Below Average,3.0,Pull Power,C+,High fly-ball plane,46.7,Below Average,0.991,Good,1.28,-23.72,Strong negative regression,Below Average Pull Power profile. 4.8% barrel rate; 87.7 mph average exit velocity; 38.1% air-ball rate; 50.0% pull-air rate; 14.3% HR-launch rate.,0.0502,0.0467,4.05,0,0,18.0,0.0,0.0,Very recent HR,656876.0,Drew Rasmussen,R,RHB vs RHP,23,23,129.1,2.78,0.91,12,0.84,9.26,1.6,0.832,0.958,0.985,1.0,0.991,0.991,0.98,17.6,13.65,84.9,34.9,D,Lineup unconfirmed
86,2026-08-19,823664,2026-08-19T17:40:00Z,Scheduled,Target Field,Atlanta Braves @ Minnesota Twins,Home,686797,Brooks Lee,Minnesota Twins,Atlanta Braves,3B,S,No,,121,485,447,109,19,3,18,54,66,33,3,80,0.244,0.3,0.421,0.721,11,45,43,12,2,0.279,0.0444,24,96,90,19,4,0.211,0.0417,35,35,0.0,22.9,50.0,31.2,18.8,14.3,20.0,71.4,22.9,2.9,2.9,2.9,,83.7,15.3,0.37,67.1,19.1,Weak,2.0,Pull Power,A,Excellent HR swing plane,19.1,Weak,0.913,Good,0.69,-17.31,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 83.7 mph average exit velocity; 20.0% air-ball rate; 71.4% pull-air rate; 2.9% HR-launch rate.,0.0371,0.0361,3.99,6,2,24.8,0.24,24.2,Very recent HR,700363.0,AJ Smith-Shawver,R,Switch vs RHP,1,1,4.1,4.15,1.38,0,0.0,8.31,4.15,1.079,1.0,1.035,1.0,0.913,0.913,0.98,13.64,13.64,84.7,34.7,D,Lineup unconfirmed
87,2026-08-19,823587,2026-08-19T17:10:00Z,Scheduled,Citi Field,San Diego Padres @ New York Mets,Away,665487,Fernando Tatis Jr.,San Diego Padres,New York Mets,RF,R,No,,125,551,486,136,25,2,15,71,60,53,5,103,0.28,0.353,0.432,0.785,12,52,43,12,6,0.279,0.1154,26,117,99,27,8,0.273,0.0684,24,24,12.5,29.2,42.9,28.6,28.6,16.7,25.0,50.0,29.2,8.3,4.2,8.3,66.7,85.9,7.5,0.78,73.7,41.1,Below Average,2.5,Pull Power,C,Low line-drive plane,41.1,Below Average,0.975,Good,2.42,-12.58,Strong negative regression,Below Average Pull Power profile. 12.5% barrel rate; 85.9 mph average exit velocity; 25.0% air-ball rate; 50.0% pull-air rate; 8.3% HR-launch rate.,0.0272,0.0281,4.05,0,0,32.4,0.0,0.0,Very recent HR,476594.0,Robert Stock,R,RHB vs RHP,3,3,12.1,6.57,1.86,1,0.73,9.49,5.84,1.35,0.99,0.985,1.0,0.975,0.975,0.98,10.89,13.55,85.0,35.6,D,Lineup unconfirmed
88,2026-08-19,822860,2026-08-20T00:05:00Z,Scheduled,Globe Life Field,Washington Nationals @ Texas Rangers,Home,679822,Justin Foscue,Texas Rangers,Washington Nationals,2B,R,No,,70,168,152,39,7,1,8,17,23,13,2,43,0.257,0.321,0.474,0.795,9,22,19,5,1,0.263,0.0455,20,43,40,8,1,0.2,0.0233,13,13,7.7,30.8,66.7,22.2,11.1,23.1,38.5,60.0,30.8,7.7,0.0,7.7,0.0,87.3,23.8,0.265,72.7,40.1,Below Average,2.5,Pull Power,A-,Elevated power plane,40.1,Below Average,0.972,Small Statcast sample,0.96,-7.04,Strong negative regression,Below Average Pull Power profile. 7.7% barrel rate; 87.3 mph average exit velocity; 38.5% air-ball rate; 60.0% pull-air rate; 7.7% HR-launch rate.,0.0476,0.0411,3.99,0,0,19.0,0.0,0.0,Very recent HR,676917.0,Cade Cavalli,R,RHB vs RHP,26,26,136.2,3.36,1.24,15,0.99,9.94,2.7,0.945,0.982,0.985,1.0,0.972,0.972,0.98,15.42,13.55,67.4,33.3,D,Lineup unconfirmed
89,2026-08-19,823587,2026-08-19T17:10:00Z,Scheduled,Citi Field,San Diego Padres @ New York Mets,Away,669720,Austin Hays,San Diego Padres,New York Mets,LF,R,No,,17,59,58,14,1,0,2,6,10,1,0,16,0.241,0.254,0.362,0.616,5,15,15,4,1,0.267,0.0667,5,15,15,4,1,0.267,0.0667,6,6,0.0,0.0,60.0,0.0,40.0,0.0,16.7,100.0,16.7,0.0,0.0,0.0,,78.0,-23.2,0.338,73.0,40.1,Below Average,2.5,Pull Power,D,Ground-ball heavy,40.1,Below Average,0.972,Small Statcast sample,0.13,-1.87,Near expected,Below Average Pull Power profile. 0.0% barrel rate; 78.0 mph average exit velocity; 16.7% air-ball rate; 100.0% pull-air rate; 0.0% HR-launch rate.,0.0339,0.0326,3.87,14,4,29.0,0.48,48.3,Recently homered,476594.0,Robert Stock,R,RHB vs RHP,3,3,12.1,6.57,1.86,1,0.73,9.49,5.84,1.224,0.99,0.985,0.975,0.972,0.948,1.0,12.05,13.54,57.4,29.7,F,Small season sample; Lineup unconfirmed
90,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Home,641933,Tyler O'Neill,Baltimore Orioles,New York Yankees,RF,R,No,,82,251,222,49,8,0,10,31,23,27,2,70,0.221,0.311,0.392,0.703,11,43,36,9,1,0.25,0.0233,21,69,61,16,4,0.262,0.058,25,25,4.0,36.0,30.8,38.5,30.8,20.0,32.0,37.5,20.0,4.0,4.0,4.0,0.0,84.8,24.8,0.545,69.7,20.5,Weak,2.0,Contact-First Profile,A-,Elevated power plane,20.5,Weak,0.917,Good,0.96,-9.04,Strong negative regression,Weak Contact-First Profile profile. 4.0% barrel rate; 84.8 mph average exit velocity; 32.0% air-ball rate; 37.5% pull-air rate; 4.0% HR-launch rate.,0.0398,0.0373,3.99,26,7,22.2,1.17,117.1,Near normal interval,701542.0,Will Warren,R,RHB vs RHP,24,23,118.0,4.42,1.41,18,1.37,8.92,3.13,1.017,1.043,0.985,1.0,0.917,0.917,1.0,14.07,13.52,75.4,34.9,D,Lineup unconfirmed
