Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
24,2026-07-30,824974,2026-07-31T01:40:00Z,Scheduled,Sutter Health Park,Boston Red Sox @ Athletics,Away,575929,Willson Contreras,Boston Red Sox,Athletics,1B,R,No,,100,413,347,99,18,2,22,54,66,45,18,104,0.285,0.392,0.539,0.931,12,49,35,10,2,0.286,0.0408,18,76,58,18,4,0.31,0.0526,23,23,8.7,26.1,12.5,62.5,25.0,17.4,21.7,20.0,26.1,4.3,0.0,4.3,0.0,81.3,22.3,0.256,76.5,14.6,Weak,1.5,Contact-First Profile,A-,Elevated power plane,14.6,Weak,0.901,Good,1.37,-20.63,Strong negative regression,Weak Contact-First Profile profile. 8.7% barrel rate; 81.3 mph average exit velocity; 21.7% air-ball rate; 20.0% pull-air rate; 4.3% HR-launch rate.,0.0533,0.0485,4.31,26,9,15.8,1.65,164.8,Above normal drought,686930.0,Mason Barnett,R,RHB vs RHP,14,0,24.2,4.74,1.38,5,1.82,8.39,4.74,0.981,1.04,0.985,1.03,0.901,0.928,1.035,19.28,18.65,83.1,49.8,C,Lineup unconfirmed
25,2026-07-30,824974,2026-07-31T01:40:00Z,Scheduled,Sutter Health Park,Boston Red Sox @ Athletics,Home,701762,Nick Kurtz,Athletics,Boston Red Sox,1B,L,No,,97,426,346,90,15,1,21,62,69,77,3,137,0.26,0.399,0.491,0.89,5,14,12,1,1,0.083,0.0714,12,41,38,5,2,0.132,0.0488,21,21,4.8,9.5,40.0,40.0,20.0,9.5,9.5,50.0,28.6,4.8,0.0,4.8,100.0,77.4,15.8,0.781,76.6,27.1,Weak,2.0,Pull Power,A,Excellent HR swing plane,27.1,Weak,0.936,Good,0.92,-20.08,Strong negative regression,Weak Pull Power profile. 4.8% barrel rate; 77.4 mph average exit velocity; 9.5% air-ball rate; 50.0% pull-air rate; 4.8% HR-launch rate.,0.0493,0.0455,4.17,5,3,16.5,0.3,30.3,Very recent HR,543243.0,Sonny Gray,R,LHB vs RHP,19,19,106.2,2.78,1.16,12,1.01,7.85,2.36,1.127,0.986,1.025,1.0,0.936,0.936,0.98,17.65,18.37,80.3,44.2,C-,Lineup unconfirmed
26,2026-07-30,822946,2026-07-30T16:10:00Z,Scheduled,Tropicana Field,Texas Rangers @ Tampa Bay Rays,Away,694671,Wyatt Langford,Texas Rangers,Tampa Bay Rays,LF,R,No,,56,241,227,63,12,2,12,34,29,13,1,54,0.278,0.32,0.507,0.827,12,50,49,14,3,0.286,0.06,16,68,65,18,4,0.277,0.0588,34,34,11.8,32.4,75.0,0.0,25.0,11.8,26.5,100.0,32.4,8.8,5.9,8.8,25.0,88.5,31.2,0.443,72.1,44.3,Below Average,3.0,Pull Power,C+,High fly-ball plane,44.3,Below Average,0.984,Good,3.89,-8.11,Strong negative regression,Below Average Pull Power profile. 11.8% barrel rate; 88.5 mph average exit velocity; 26.5% air-ball rate; 100.0% pull-air rate; 8.8% HR-launch rate.,0.0498,0.0439,4.15,21,5,18.9,1.11,111.0,Near normal interval,663556.0,Shane McClanahan,L,RHB vs LHP,19,19,96.0,3.09,1.14,7,0.66,8.25,3.09,1.142,0.93,1.025,1.0,0.984,0.984,1.0,16.99,18.11,74.7,43.7,C-,Lineup unconfirmed
27,2026-07-30,823674,2026-07-30T17:40:00Z,Scheduled,Target Field,Kansas City Royals @ Minnesota Twins,Home,680777,Ryan Jeffers,Minnesota Twins,Kansas City Royals,C,R,No,,47,190,160,47,9,1,9,29,35,27,1,31,0.294,0.397,0.531,0.928,8,33,30,9,2,0.3,0.0606,10,42,38,11,2,0.289,0.0476,26,26,0.0,19.2,33.3,33.3,33.3,7.7,26.9,42.9,34.6,3.8,3.8,3.8,,79.7,9.5,0.506,67.6,19.0,Weak,2.0,Pull Power,C,Low line-drive plane,19.0,Weak,0.913,Good,0.35,-8.65,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 79.7 mph average exit velocity; 26.9% air-ball rate; 42.9% pull-air rate; 3.8% HR-launch rate.,0.0474,0.0414,4.25,17,4,17.8,0.96,95.6,Near normal interval,702070.0,Noah Cameron,L,RHB vs LHP,20,19,107.2,4.93,1.41,14,1.17,8.36,3.09,1.129,1.011,1.025,1.03,0.913,0.941,1.0,16.45,17.99,68.9,43.5,C-,Lineup unconfirmed
28,2026-07-30,822946,2026-07-30T16:10:00Z,Scheduled,Tropicana Field,Texas Rangers @ Tampa Bay Rays,Away,669394,Jake Burger,Texas Rangers,Tampa Bay Rays,1B,R,No,,103,418,382,91,16,0,19,45,66,31,3,111,0.238,0.299,0.429,0.728,11,46,44,10,3,0.227,0.0652,20,83,78,14,5,0.179,0.0602,19,19,10.5,26.3,44.4,22.2,33.3,21.1,31.6,50.0,15.8,10.5,5.3,10.5,100.0,83.6,27.8,0.425,75.6,37.7,Below Average,2.5,Pull Power,A-,Elevated power plane,37.7,Below Average,0.966,Small Statcast sample,1.65,-17.35,Strong negative regression,Below Average Pull Power profile. 10.5% barrel rate; 83.6 mph average exit velocity; 31.6% air-ball rate; 50.0% pull-air rate; 10.5% HR-launch rate.,0.0455,0.0425,4.05,8,2,20.1,0.4,39.8,Recently homered,663556.0,Shane McClanahan,L,RHB vs LHP,19,19,96.0,3.09,1.14,7,0.66,8.25,3.09,1.193,0.93,1.025,1.0,0.966,0.966,1.0,16.11,17.58,83.6,41.0,D+,Lineup unconfirmed
29,2026-07-30,823674,2026-07-30T17:40:00Z,Scheduled,Target Field,Kansas City Royals @ Minnesota Twins,Home,665019,Kody Clemens,Minnesota Twins,Kansas City Royals,1B,L,No,,94,378,345,84,20,5,18,50,49,23,6,85,0.243,0.301,0.487,0.788,11,46,44,11,2,0.25,0.0435,21,91,84,21,5,0.25,0.0549,24,24,4.2,50.0,81.2,12.5,6.2,20.8,37.5,88.9,29.2,8.3,8.3,8.3,0.0,90.3,22.5,0.54,71.4,47.1,Below Average,3.0,Pull Power,A-,Elevated power plane,47.1,Below Average,0.992,Good,1.49,-16.51,Strong negative regression,Below Average Pull Power profile. 4.2% barrel rate; 90.3 mph average exit velocity; 37.5% air-ball rate; 88.9% pull-air rate; 8.3% HR-launch rate.,0.0476,0.0439,3.99,36,9,19.2,1.88,187.8,Above normal drought,702070.0,Noah Cameron,L,LHB vs LHP,20,19,107.2,4.93,1.41,14,1.17,8.36,3.09,1.044,1.011,0.985,1.0,0.992,0.992,1.035,16.38,17.41,84.3,46.9,C-,Lineup unconfirmed
30,2026-07-30,824568,2026-07-30T18:10:00Z,Scheduled,Rate Field,New York Yankees @ Chicago White Sox,Away,665862,Jazz Chisholm Jr.,New York Yankees,Chicago White Sox,2B,L,No,,101,400,358,80,14,2,16,53,45,38,1,123,0.223,0.298,0.408,0.706,10,40,39,9,3,0.231,0.075,20,79,74,17,4,0.23,0.0506,23,23,8.7,26.1,83.3,16.7,0.0,0.0,4.3,100.0,26.1,4.3,0.0,4.3,0.0,83.9,23.3,0.506,70.0,28.9,Weak,2.0,Pull Power,A-,Elevated power plane,28.9,Weak,0.941,Good,1.86,-14.14,Strong negative regression,Weak Pull Power profile. 8.7% barrel rate; 83.9 mph average exit velocity; 4.3% air-ball rate; 100.0% pull-air rate; 4.3% HR-launch rate.,0.04,0.0382,4.05,24,6,22.4,1.07,107.3,Near normal interval,680732.0,Sean Burke,R,LHB vs RHP,21,17,118.1,3.19,1.12,13,0.99,9.89,2.66,1.271,0.982,1.025,1.0,0.941,0.941,1.0,14.58,17.35,83.3,41.7,D+,Lineup unconfirmed
31,2026-07-30,823023,2026-07-30T18:15:00Z,Scheduled,Busch Stadium,Chicago Cubs @ St. Louis Cardinals,Away,624424,Michael Conforto,Chicago Cubs,St. Louis Cardinals,DH,L,No,,72,186,161,39,11,0,9,24,24,23,1,53,0.242,0.339,0.478,0.817,10,26,21,5,1,0.238,0.0385,17,51,44,12,4,0.273,0.0784,13,13,0.0,23.1,62.5,12.5,25.0,23.1,46.2,66.7,38.5,7.7,7.7,7.7,,81.4,30.5,0.379,68.3,37.8,Below Average,2.5,Pull Power,C+,High fly-ball plane,37.8,Below Average,0.966,Small Statcast sample,0.3,-8.7,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 81.4 mph average exit velocity; 46.2% air-ball rate; 66.7% pull-air rate; 7.7% HR-launch rate.,0.0484,0.042,4.15,13,6,17.9,0.73,72.7,Recently homered,669467.0,Andre Pallante,R,LHB vs RHP,20,20,112.1,3.77,1.21,10,0.8,6.65,2.56,1.135,0.952,1.025,1.0,0.966,0.966,1.0,16.3,17.35,69.4,40.0,D+,Lineup unconfirmed
32,2026-07-30,824488,2026-07-30T23:10:00Z,Scheduled,Great American Ball Park,Pittsburgh Pirates @ Cincinnati Reds,Home,701398,Sal Stewart,Cincinnati Reds,Pittsburgh Pirates,1B,R,No,,107,463,407,103,23,0,22,56,79,48,2,101,0.253,0.33,0.472,0.802,12,49,44,10,3,0.227,0.0612,23,98,88,21,6,0.239,0.0612,25,25,4.0,24.0,61.5,23.1,15.4,8.0,32.0,62.5,40.0,8.0,4.0,8.0,100.0,88.5,21.9,0.594,68.6,35.6,Below Average,2.5,Pull Power,A-,Elevated power plane,35.6,Below Average,0.96,Good,1.3,-20.7,Strong negative regression,Below Average Pull Power profile. 4.0% barrel rate; 88.5 mph average exit velocity; 32.0% air-ball rate; 62.5% pull-air rate; 8.0% HR-launch rate.,0.0475,0.0443,4.09,8,2,18.5,0.43,43.2,Recently homered,670990.0,Yohan Ramírez,R,RHB vs RHP,44,0,56.0,3.21,1.38,4,0.64,9.96,5.3,1.153,0.941,0.985,1.0,0.96,0.96,1.0,16.92,17.32,84.8,41.9,D+,Lineup unconfirmed
33,2026-07-30,824488,2026-07-30T23:10:00Z,Scheduled,Great American Ball Park,Pittsburgh Pirates @ Cincinnati Reds,Home,668709,JJ Bleday,Cincinnati Reds,Pittsburgh Pirates,LF,L,No,,79,331,281,65,11,1,18,40,45,45,2,68,0.231,0.339,0.47,0.809,12,47,41,7,2,0.171,0.0426,23,91,79,17,5,0.215,0.0549,30,30,10.0,26.7,53.3,40.0,6.7,30.0,36.7,54.5,26.7,10.0,10.0,10.0,66.7,85.3,20.8,0.849,73.0,46.3,Below Average,3.0,Pull Power,A-,Elevated power plane,46.3,Below Average,0.99,Good,2.62,-15.38,Strong negative regression,Below Average Pull Power profile. 10.0% barrel rate; 85.3 mph average exit velocity; 36.7% air-ball rate; 54.5% pull-air rate; 10.0% HR-launch rate.,0.0544,0.0484,4.09,0,1,15.6,0.0,0.0,Very recent HR,670990.0,Yohan Ramírez,R,LHB vs RHP,44,0,56.0,3.21,1.38,4,0.64,9.96,5.3,0.998,0.941,1.025,1.0,0.99,0.99,0.98,18.37,17.23,82.9,41.6,D+,Lineup unconfirmed
34,2026-07-30,824488,2026-07-30T23:10:00Z,Scheduled,Great American Ball Park,Pittsburgh Pirates @ Cincinnati Reds,Home,553993,Eugenio Suárez,Cincinnati Reds,Pittsburgh Pirates,DH,R,No,,77,308,279,57,11,0,14,27,39,26,2,113,0.204,0.276,0.394,0.67,10,41,39,7,3,0.179,0.0732,21,87,79,16,6,0.203,0.069,19,19,5.3,15.8,42.9,28.6,28.6,15.8,21.1,50.0,15.8,5.3,5.3,5.3,100.0,84.2,15.0,0.778,72.8,29.9,Weak,2.0,Pull Power,A,Excellent HR swing plane,29.9,Weak,0.944,Small Statcast sample,0.95,-13.05,Strong negative regression,Weak Pull Power profile. 5.3% barrel rate; 84.2 mph average exit velocity; 21.1% air-ball rate; 50.0% pull-air rate; 5.3% HR-launch rate.,0.0455,0.0417,3.93,16,4,19.9,0.8,80.3,Near normal interval,670990.0,Yohan Ramírez,R,RHB vs RHP,44,0,56.0,3.21,1.38,4,0.64,9.96,5.3,1.284,0.941,0.985,1.0,0.944,0.944,1.0,15.41,17.18,81.0,39.4,D+,Lineup unconfirmed
35,2026-07-30,824894,2026-07-30T23:15:00Z,Scheduled,Truist Park,Washington Nationals @ Atlanta Braves,Home,671739,Michael Harris II,Atlanta Braves,Washington Nationals,CF,L,No,,102,410,389,114,21,0,19,53,61,16,2,80,0.293,0.322,0.494,0.816,13,57,55,15,3,0.273,0.0526,25,113,110,32,5,0.291,0.0442,36,36,5.6,36.1,70.0,20.0,10.0,11.1,22.2,75.0,33.3,5.6,2.8,5.6,50.0,84.4,20.3,0.625,72.1,33.6,Weak,2.5,Pull Power,A-,Elevated power plane,33.6,Weak,0.954,Good,2.09,-16.91,Strong negative regression,Weak Pull Power profile. 5.6% barrel rate; 84.4 mph average exit velocity; 22.2% air-ball rate; 75.0% pull-air rate; 5.6% HR-launch rate.,0.0463,0.0431,4.09,24,6,20.5,1.17,117.2,Near normal interval,663623.0,Jake Irvin,R,LHB vs RHP,11,11,51.2,5.23,1.35,7,1.22,10.1,3.83,1.054,1.014,1.025,1.0,0.954,0.954,1.0,16.49,17.17,85.0,43.8,C-,Lineup unconfirmed
36,2026-07-30,823921,2026-07-31T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,Seattle Mariners @ Los Angeles Dodgers,Away,670042,Luke Raley,Seattle Mariners,Los Angeles Dodgers,RF,L,No,,94,285,260,59,9,1,15,28,39,15,7,93,0.227,0.286,0.442,0.728,12,26,24,5,1,0.208,0.0385,21,58,54,10,1,0.185,0.0172,11,11,0.0,36.4,66.7,16.7,16.7,18.2,45.5,60.0,54.5,0.0,0.0,0.0,,86.8,16.6,0.516,75.0,40.2,Below Average,2.5,Pull Power,A,Excellent HR swing plane,40.2,Below Average,0.973,Small Statcast sample,0.16,-14.84,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 86.8 mph average exit velocity; 45.5% air-ball rate; 60.0% pull-air rate; 0.0% HR-launch rate.,0.0526,0.0465,3.99,16,9,17.3,0.92,92.3,Near normal interval,808963.0,Roki Sasaki,R,LHB vs RHP,18,18,93.2,4.71,1.29,20,1.92,9.03,3.46,0.863,1.131,1.025,1.0,0.973,0.973,1.0,17.31,16.87,77.0,39.7,D+,Lineup unconfirmed
37,2026-07-30,824894,2026-07-30T23:15:00Z,Scheduled,Truist Park,Washington Nationals @ Atlanta Braves,Away,686611,Dylan Crews,Washington Nationals,Atlanta Braves,RF,R,No,,57,235,210,48,8,0,9,34,24,18,7,53,0.229,0.311,0.395,0.706,10,46,35,11,3,0.314,0.0652,20,85,68,16,4,0.235,0.0471,31,31,9.7,29.0,50.0,16.7,33.3,25.8,32.3,40.0,25.8,16.1,12.9,16.1,66.7,80.5,22.8,0.908,71.9,46.8,Below Average,3.0,Contact-First Profile,A-,Elevated power plane,46.8,Below Average,0.991,Good,2.54,-6.46,Strong negative regression,Below Average Contact-First Profile profile. 9.7% barrel rate; 80.5 mph average exit velocity; 32.3% air-ball rate; 40.0% pull-air rate; 16.1% HR-launch rate.,0.0383,0.0362,4.05,0,0,23.3,0.0,0.0,Very recent HR,656550.0,Grant Holmes,R,RHB vs RHP,20,19,97.1,3.79,1.36,15,1.39,7.67,3.98,1.231,1.046,0.985,1.0,0.991,0.991,0.98,13.86,16.86,75.6,38.4,D+,Lineup unconfirmed
38,2026-07-30,824488,2026-07-30T23:10:00Z,Scheduled,Great American Ball Park,Pittsburgh Pirates @ Cincinnati Reds,Home,682829,Elly De La Cruz,Cincinnati Reds,Pittsburgh Pirates,SS,S,No,,88,395,351,96,15,4,18,59,47,40,2,109,0.274,0.349,0.493,0.842,12,55,48,13,3,0.271,0.0545,23,106,92,26,5,0.283,0.0472,25,25,12.0,44.0,35.7,50.0,14.3,12.0,36.0,33.3,44.0,8.0,0.0,8.0,33.3,88.7,16.2,0.838,76.5,43.8,Below Average,3.0,Contact-First Profile,A,Excellent HR swing plane,43.8,Below Average,0.983,Good,2.46,-15.54,Strong negative regression,Below Average Contact-First Profile profile. 12.0% barrel rate; 88.7 mph average exit velocity; 36.0% air-ball rate; 33.3% pull-air rate; 8.0% HR-launch rate.,0.0456,0.0424,4.09,13,3,19.5,0.67,66.7,Recently homered,670990.0,Yohan Ramírez,R,Switch vs RHP,44,0,56.0,3.21,1.38,4,0.64,9.96,5.3,1.083,0.941,1.035,1.0,0.983,0.983,1.0,16.24,16.8,85.0,41.7,D+,Lineup unconfirmed
39,2026-07-30,824894,2026-07-30T23:15:00Z,Scheduled,Truist Park,Washington Nationals @ Atlanta Braves,Home,645277,Ozzie Albies,Atlanta Braves,Washington Nationals,2B,S,No,,108,470,423,110,21,0,18,68,60,31,5,69,0.26,0.311,0.437,0.748,13,60,56,12,4,0.214,0.0667,25,114,105,23,6,0.219,0.0526,37,37,5.4,18.9,63.2,10.5,26.3,21.6,35.1,53.8,27.0,5.4,5.4,5.4,150.0,82.8,26.2,0.544,66.8,29.2,Weak,2.0,Pull Power,A-,Elevated power plane,29.2,Weak,0.942,Good,1.87,-16.13,Strong negative regression,Weak Pull Power profile. 5.4% barrel rate; 82.8 mph average exit velocity; 35.1% air-ball rate; 53.8% pull-air rate; 5.4% HR-launch rate.,0.0383,0.037,3.99,7,2,23.5,0.3,29.8,Very recent HR,663623.0,Jake Irvin,R,Switch vs RHP,11,11,51.2,5.23,1.35,7,1.22,10.1,3.83,1.252,1.014,1.035,1.0,0.942,0.942,0.98,13.97,16.75,85.0,40.2,D+,Lineup unconfirmed
40,2026-07-30,824488,2026-07-30T23:10:00Z,Scheduled,Great American Ball Park,Pittsburgh Pirates @ Cincinnati Reds,Home,663993,Nathaniel Lowe,Cincinnati Reds,Pittsburgh Pirates,DH,L,No,,79,257,231,59,14,0,12,24,33,26,0,67,0.255,0.331,0.472,0.803,9,33,33,10,2,0.303,0.0606,13,50,49,13,3,0.265,0.06,33,33,0.0,18.2,47.1,17.6,35.3,18.2,33.3,45.5,39.4,0.0,0.0,0.0,,82.3,13.6,0.517,73.1,21.5,Weak,2.0,Pull Power,A,Excellent HR swing plane,21.5,Weak,0.92,Good,0.34,-11.66,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 82.3 mph average exit velocity; 33.3% air-ball rate; 45.5% pull-air rate; 0.0% HR-launch rate.,0.0467,0.042,4.09,22,6,19.2,1.14,114.3,Near normal interval,670990.0,Yohan Ramírez,R,LHB vs RHP,44,0,56.0,3.21,1.38,4,0.64,9.96,5.3,1.174,0.941,1.025,1.0,0.92,0.92,1.0,16.1,16.74,74.4,41.3,D+,Lineup unconfirmed
41,2026-07-30,823674,2026-07-30T17:40:00Z,Scheduled,Target Field,Kansas City Royals @ Minnesota Twins,Away,686475,Tyler Tolbert,Kansas City Royals,Minnesota Twins,SS,R,No,,45,79,68,22,2,0,3,21,6,6,0,12,0.324,0.373,0.485,0.858,11,19,14,2,1,0.143,0.0526,17,41,36,15,3,0.417,0.0732,5,5,0.0,20.0,0.0,25.0,75.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,,81.8,7.8,0.112,68.9,38.3,Below Average,2.5,Contact-First Profile,C,Low line-drive plane,38.3,Below Average,0.967,Small Statcast sample,0.0,-3.0,Negative regression,Below Average Contact-First Profile profile. 0.0% barrel rate; 81.8 mph average exit velocity; 20.0% air-ball rate; 0.0% pull-air rate; 0.0% HR-launch rate.,0.038,0.0344,4.15,0,0,22.7,0.0,0.0,Very recent HR,641927.0,Bailey Ober,R,RHB vs RHP,15,15,81.0,4.56,1.25,13,1.44,6.67,2.44,1.27,1.054,0.985,1.0,0.967,0.967,0.98,13.51,16.66,60.9,38.3,D+,Small season sample; Lineup unconfirmed
42,2026-07-30,823271,2026-07-31T01:40:00Z,Scheduled,Petco Park,San Francisco Giants @ San Diego Padres,Away,642715,Willy Adames,San Francisco Giants,San Diego Padres,SS,R,No,,103,432,400,91,24,1,18,55,45,29,2,123,0.228,0.282,0.428,0.71,12,48,43,9,3,0.209,0.0625,22,90,79,17,4,0.215,0.0444,25,25,0.0,12.0,53.8,38.5,0.0,20.0,24.0,66.7,20.0,4.0,4.0,4.0,,78.7,20.9,0.339,71.4,21.4,Weak,2.0,Pull Power,A-,Elevated power plane,21.4,Weak,0.92,Good,0.47,-17.53,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 78.7 mph average exit velocity; 24.0% air-ball rate; 66.7% pull-air rate; 4.0% HR-launch rate.,0.0417,0.0396,3.99,27,8,22.2,1.22,121.5,Near normal interval,676664.0,JP Sears,L,RHB vs LHP,6,5,28.0,3.86,1.18,5,1.61,7.39,2.89,1.15,1.033,1.025,1.0,0.92,0.92,1.0,14.88,16.54,84.2,41.3,D+,Lineup unconfirmed
43,2026-07-30,824974,2026-07-31T01:40:00Z,Scheduled,Sutter Health Park,Boston Red Sox @ Athletics,Home,691016,Tyler Soderstrom,Athletics,Boston Red Sox,LF,L,No,,96,398,346,85,22,2,17,50,50,48,3,75,0.246,0.342,0.468,0.81,12,51,47,13,3,0.277,0.0588,16,63,57,15,4,0.263,0.0635,31,31,0.0,19.4,28.6,35.7,35.7,9.7,16.1,20.0,16.1,6.5,0.0,6.5,,81.4,7.3,0.386,72.0,6.6,Weak,1.5,Contact-First Profile,C,Low line-drive plane,6.6,Weak,0.88,Good,0.35,-16.65,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 81.4 mph average exit velocity; 16.1% air-ball rate; 20.0% pull-air rate; 6.5% HR-launch rate.,0.0427,0.0402,4.09,9,2,20.4,0.44,44.2,Recently homered,543243.0,Sonny Gray,R,LHB vs RHP,19,19,106.2,2.78,1.16,12,1.01,7.85,2.36,1.206,0.986,1.025,1.0,0.88,0.88,1.0,15.46,16.5,82.0,40.3,D+,Lineup unconfirmed
44,2026-07-30,823595,2026-07-30T23:10:00Z,Scheduled,Citi Field,Miami Marlins @ New York Mets,Home,596019,Francisco Lindor,New York Mets,Miami Marlins,SS,S,No,,52,225,199,45,5,4,8,26,23,24,2,38,0.226,0.316,0.412,0.728,11,50,42,12,3,0.286,0.06,23,99,86,21,5,0.244,0.0505,28,28,7.1,35.7,40.0,26.7,33.3,25.0,42.9,41.7,32.1,17.9,14.3,17.9,100.0,81.1,23.8,0.777,67.0,49.8,Average,3.0,Contact-First Profile,A-,Elevated power plane,49.8,Average,0.999,Good,1.95,-6.05,Strong negative regression,Average Contact-First Profile profile. 7.1% barrel rate; 81.1 mph average exit velocity; 42.9% air-ball rate; 41.7% pull-air rate; 17.9% HR-launch rate.,0.0356,0.0343,3.99,6,2,24.9,0.24,24.1,Very recent HR,691587.0,Eury Pérez,R,Switch vs RHP,18,18,98.2,3.56,1.11,13,1.19,9.67,3.47,1.25,1.014,1.035,1.0,0.999,0.999,0.98,13.01,16.47,76.0,38.2,D+,Lineup unconfirmed
45,2026-07-30,823921,2026-07-31T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,Seattle Mariners @ Los Angeles Dodgers,Away,642215,Weston Wilson,Seattle Mariners,Los Angeles Dodgers,3B,R,No,,40,86,78,17,3,0,3,11,10,7,1,25,0.218,0.291,0.372,0.663,9,22,21,5,1,0.238,0.0455,15,29,28,6,2,0.214,0.069,11,11,0.0,9.1,33.3,33.3,33.3,9.1,18.2,50.0,9.1,0.0,0.0,0.0,,72.1,10.4,0.262,70.0,31.5,Weak,2.5,Pull Power,A,Excellent HR swing plane,31.5,Weak,0.948,Small Statcast sample,0.12,-2.88,Negative regression,Weak Pull Power profile. 0.0% barrel rate; 72.1 mph average exit velocity; 18.2% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0349,0.0332,4.05,13,6,26.0,0.5,50.0,Recently homered,808963.0,Roki Sasaki,R,RHB vs RHP,18,18,93.2,4.71,1.29,20,1.92,9.03,3.46,1.234,1.131,0.985,1.0,0.948,0.948,1.0,12.78,16.41,60.5,34.9,D,Lineup unconfirmed
46,2026-07-30,824974,2026-07-31T01:40:00Z,Scheduled,Sutter Health Park,Boston Red Sox @ Athletics,Away,677800,Wilyer Abreu,Boston Red Sox,Athletics,RF,L,No,,105,455,403,100,22,3,15,53,52,43,2,95,0.248,0.32,0.429,0.749,13,55,50,8,4,0.16,0.0727,23,102,89,16,5,0.18,0.049,36,36,0.0,11.1,37.5,18.8,43.8,11.1,13.9,0.0,13.9,0.0,0.0,0.0,,75.8,26.6,0.248,72.2,4.4,Weak,1.0,Contact-First Profile,A-,Elevated power plane,4.4,Weak,0.88,Good,0.0,-15.0,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 75.8 mph average exit velocity; 13.9% air-ball rate; 0.0% pull-air rate; 0.0% HR-launch rate.,0.033,0.0328,4.05,39,10,26.9,1.45,145.2,Above normal drought,686930.0,Mason Barnett,R,LHB vs RHP,14,0,24.2,4.74,1.38,5,1.82,8.39,4.74,1.35,1.04,1.025,1.0,0.88,0.88,1.035,12.62,16.28,85.0,42.6,C-,Lineup unconfirmed
47,2026-07-30,823595,2026-07-30T23:10:00Z,Scheduled,Citi Field,Miami Marlins @ New York Mets,Away,669065,Kyle Stowers,Miami Marlins,New York Mets,1B,L,No,,84,357,314,73,19,3,14,39,46,33,7,116,0.232,0.317,0.446,0.763,12,52,46,9,2,0.196,0.0385,22,94,84,19,6,0.226,0.0638,27,27,18.5,40.7,50.0,28.6,21.4,22.2,29.6,62.5,37.0,14.8,11.1,14.8,40.0,87.7,16.8,0.924,72.3,68.9,Above Average,4.0,Barrel Machine,A,Excellent HR swing plane,68.9,Above Average,1.053,Good,4.18,-9.82,Strong negative regression,Above Average Barrel Machine profile. 18.5% barrel rate; 87.7 mph average exit velocity; 29.6% air-ball rate; 62.5% pull-air rate; 14.8% HR-launch rate.,0.0392,0.0374,4.05,3,1,22.4,0.13,13.4,Very recent HR,690997.0,Nolan McLean,R,LHB vs RHP,21,21,119.1,3.32,1.11,11,0.83,10.71,3.24,1.133,0.957,1.025,1.0,1.053,1.053,0.98,14.31,16.27,84.5,39.6,D+,Lineup unconfirmed
